L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-952	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium M50/1	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	human intestinal firmicute CS26	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	human intestinal firmicute CS26	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	human intestinal firmicute CS26	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	human intestinal firmicute CS26	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Roseburia intestinalis	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	Uncultured bacterium clone Eldhufec180	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium D041	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCA23	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured bacterium HuCB1	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured Gram-positive bacterium NS2C10	HIT 3613	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured Gram-positive bacterium NS2C10	HIT 3614	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	uncultured Gram-positive bacterium NS2C10	HIT 3615	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1967	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	bacterium adhufec150	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	butyrate-producing bacterium M72/1	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	human intestinal firmicute CO13	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	human intestinal firmicute CO13	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	human intestinal firmicute CO13	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	Uncultured bacterium clone Eldhufec173	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuAC70	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuAC70	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuAC70	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA13	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 2789	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium HuCA28	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 2027	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured bacterium KL41	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NB2C5	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NB2C5	HIT 1964	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NB2C5	HIT 1965	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NO15	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NO15	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NO15	HIT 3446	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NO15	HIT 3447	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	uncultured bacterium HuCA28	uncultured Gram-positive bacterium NS2F5	HIT 1963	4
